Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
3/7/17,"PALO ALTO CREAMERY - PALO ALTO, CA",46.93," Additional Information: RESTAURANT 
 ",PALO ALTO CREAMERY FOUNTAIN & GRILL,,"566 EMERSON ST
PALO ALTO
CA","94301-1607
UNITED STATES",3.20171E+17,Restaurant-Restaurant
3/7/17,"SHELL OIL 57444214001 - PALO ALTO, CA",54.2," Additional Information: AUTO FUEL DISPENSER 
 ",SHELL,,"12700 NORTHBOROUGH
ATTN: TEXACO CHARGEBACKS
HOUSTON
TX","77067
UNITED STATES",3.20171E+17,Transportation-Fuel
3/8/17,"AMAZON.COM - AMZN.COM/BILL, WA",13.01," Additional Information: MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
3/8/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",7.56," Additional Information: 6507234500 
  TIP  $1.00 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/9/17,"BYTES CAFE 0026 - STANFORD, CA",9.65," Additional Information: 415-298-8558 
  Description 
  EATING PLACES, REST 
 ",BYTES CAFE,,"350 SERRA MALL
PALO ALTO
CA","94305-4020
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
3/9/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",7.56," Additional Information: 6507234500 
  TIP  $1.00 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/10/17,"COHO 650000003604009 - STANFORD, CA",11," Additional Information: 6507212262 
  TIP  $1.78 
 ",COHO,,"459 LAGUNITA DR #1
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Restaurant
3/13/17,"BYTES CAFE 0031 - STANFORD, CA",8.65," Additional Information: 415-298-8558 
  Description 
  EATING PLACES, REST 
 ",BYTES CAFE,,"350 SERRA MALL
PALO ALTO
CA","94305-4020
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
3/13/17,DELTA AIR LINES - ATLANTA,347.4," Additional Information: DELTA AIR LINES 
  From:  To:  Carrier:  Class: 
  SAN FRANCISCO INTL  N.Y. J F KENNEDY I  DL  U 
     SAN FRANCISCO INTL  DL  V 
     N/A  YY  00 
     N/A  YY  00 
  Ticket Number: 00623759185195  Date of Departure: 03/22 
  Passenger Name: PRASAD/VIKRAM SHANKAR 
  Document Type: PASSENGER TICKET 
 ",DELTA AIR LINES DELTA.COM,,"ATLANTA AIRPORT
-
ATLANTA
GA","30344
UNITED STATES",3.20171E+17,Travel-Airline
3/14/17,"BYTES CAFE 0026 - STANFORD, CA",9.65," Additional Information: 415-298-8558 
  Description 
  EATING PLACES, REST 
 ",BYTES CAFE,,"350 SERRA MALL
PALO ALTO
CA","94305-4020
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
3/15/17,SPOTIFY USA - NEW YORK,9.99," Additional Information: BUSINESS SERVICE 
 ",SPOTIFY.,,"SIMON CARMIGGELSTRAAT 6-50
AMSTERDAM","1011 DJ
NETHERLANDS (THE)",3.20171E+17,Merchandise & Supplies-Internet Purchase
3/15/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",6.48," Additional Information: 6507234500 
  TIP  $1.00 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/16/17,"BYTES CAFE 0026 - STANFORD, CA",5.43," Additional Information: 415-298-8558 
  Description 
  EATING PLACES, REST 
 ",BYTES CAFE,,"350 SERRA MALL
PALO ALTO
CA","94305-4020
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
3/16/17,"DOMINO'S - PALO ALTO, CA",26.29," Additional Information: 6503266552 
  FAST FOOD REST. 
 ",Domino's Pizza,,"240B CAMBRIDGE AVE
PALO ALTO
CA","94306
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/16/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",7.56," Additional Information: 6507234500 
  TIP  $1.00 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/17/17,"TACO BELL #28837 0000 - PALO ALTO, CA",8.13," Additional Information: 650-325-8226 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"1701 E BAYSHORE RD
PALO ALTO
CA","94303-2523
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/18/17,"IKE'S LAIR OF REDW 542929805937216 - REDWOOD CITY, CA",13.67," Additional Information: 6503652200 
  TIP  $1.78 
 ",IKE'S LAIR OF REDWOOD CITY,,"2655 BROADWAY ST
REDWOOD CITY
CA","94063
UNITED STATES",3.20171E+17,Restaurant-Restaurant
3/19/17,"HLU*HULU 86911116-U - HULU.COM/BILL, CA",11.99," Additional Information: HULU.COM/BILL 
  HULUPLUS NU 86911116 
 ",HULU,,"2500 BROADWAY
SANTA MONICA
CA","90404-3065
UNITED STATES",3.20171E+17,Communications-Cable & Internet Comm
3/22/17,"SUBWAY 675769 25500675769 - STANFORD, CA",9.92," Additional Information: 650-2899009 
 ",Subway,,"459 LAGUNITA DR, STE 5
STANFORD
CA","94305-8213
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/22/17,"TACO BELL #28837 0000 - PALO ALTO, CA",8.13," Additional Information: 650-325-8226 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"1701 E BAYSHORE RD
PALO ALTO
CA","94303-2523
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/23/17,"JFK TVM*JFK04-JAMAICA C - NEW YORK, NY",20," Additional Information: 718-330-1234 
 ",MC VALUE SALES AT AT VM,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20171E+17,Transportation-Rail Services
3/24/17,"CHIPOTLE 0491 0010 - NEW YORK, NY",18," Additional Information: 212-755-9754 
  Description 
  FAST FOOD RESTAURAN 
 ",Chipotle Mexican Grill,,"150 E 52ND ST FRNT 3
NEW YORK
NY","10022
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/24/17,"MTA MVM*R242-51 ST - NEW YORK, NY",20," Additional Information: 718-330-1234 
 ",MTA/NYC Transit,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20171E+17,Transportation-Rail Services
3/26/17,"BUBBYS - NEW YORK, NY",41," Additional Information: 808-855-5562 
  FOOD  $41.00 
 ",BUBBY'S HIGH LINE,,"73 GANSEVOORT ST
NEW YORK
NY","10014
UNITED STATES",3.20171E+17,Restaurant-Restaurant
3/26/17,"COCOA BAR - New York, NY",7.99," Additional Information: squareup.com/receipts 
 ",COCOA BAR,,#NAME?,"10536
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
3/26/17,"MTA MVM*A022-34 ST-HERA - NEW YORK, NY",20," Additional Information: 718-330-1234 
 ",MTA/NYC Transit,,"2 BROADWAY B15 123
NEW YORK
NY","10004-5106
UNITED STATES",3.20171E+17,Transportation-Rail Services
3/26/17,"Milk Bar- Upper West S - New York, NY",14.73," Additional Information: 347-577-9504 
  FOOD  $14.73 
 ",MOMOFUKU MILK BAR,,"561 COLUMBUS AVE
NEW YORK
NY","10024
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
3/27/17,"IN-N-OUT BURGER #190 000000190 - MILLBRAE, CA",15.99," Additional Information: 8007861000 
  FAST FOOD REST. 
 ",IN-N-OUT BURGER #190,,"11 ROLLINS RD
MILLBRAE
CA","94030-3112
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/27/17,"THE KATI ROLL COMPANY 650000008494331 - NEW YORK, NY",33.63," Additional Information: 2127306740 
 ",THE KATI ROLL COMPANY,,"229 E 53RD ST
NEW YORK
NY","10022
UNITED STATES",3.20171E+17,Restaurant-Restaurant
3/28/17,"GRAD MGMT TEST - 800-511-3478, MN",56," Additional Information: TEST 
 ",VUE GRDUATE MGT ADMSN TST,,"5601 GREEN VALLEY DR
STE 220
MINNEAPOLIS
MN","55437-1187
UNITED STATES",3.20171E+17,Other-Education
3/28/17,"JAMECO ELECTRONICS 084870006199928 - 650-5928097, CA",143.91," Additional Information: 223491 94303 
 ",JAMECO ELECTRONICS,,"1355 SHOREWAY RD
BELMONT
CA","94002-4105
UNITED STATES",3.20171E+17,Merchandise & Supplies-Electronics Stores
3/28/17,"NETFLIX.COM - 866-579-7172, CA",9.99," Additional Information: NETFLIX.COM 
 ",NETFLIX.COM  866-579-7172,,"100 WINCHESTER CIR
LOS GATOS
CA","95032
UNITED STATES",3.20171E+17,Entertainment-Other Entertainment
3/28/17,"SAFEWAY - REDWOOD CITY, CA",26.87," Additional Information: GROCERY STORE 
 ",SAFEWAY,,"850 WOODSIDE RD
REDWOOD CITY
CA","94061
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
3/28/17,"TACO BELL #28837 0000 - PALO ALTO, CA",3.58," Additional Information: 650-325-8226 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"1701 E BAYSHORE RD
PALO ALTO
CA","94303-2523
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/29/17,"SAFEWAY - SANTA CLARA, CA",64.09," Additional Information: GROCERY STORE 
 ",SAFEWAY,,"3970 RIVERMARK PLZ
SANTA CLARA
CA","95054-4155
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
3/30/17,"AUTO PRIDE CAR WASH - PALO ALTO, CA",23.99," Additional Information: 650-324-2634 
  Description 
  CAR WASH 
 ",AUTO PRIDE CAR WASH,,"841 EL CAMINO REAL
PALO ALTO
CA","94301
UNITED STATES",3.20171E+17,Business Services-Other Services
3/30/17,"PIZZA HUT - MENLO PARK, CA",13.04," Additional Information: 650-368-8700 
  Description 
  FAST FOOD RESTAURAN 
 ",Pizza Hut,,"3415 MIDDLEFIELD RD
MENLO PARK
CA","94025
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
3/30/17,"SAFEWAY FOOD STORE - MENLO PARK, CA",9.99," Additional Information: GROCERY STORE 
 ",SAFEWAY FOOD STORE,,"525 EL CAMINO REAL
MENLO PARK
CA","94025-5108
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
4/1/17,"PATXI'S PIZZA-PALO ALTO 0002 - PALO ALTO, CA",35," Additional Information: 415-795-4210 
  Description 
  FOOD/BEVERAGE 
 ",PATXI'S CHICAGO PIZZA,,"441 EMERSON ST
PALO ALTO
CA","94301-1605
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/3/17,"HARVARDBUSINESS HarvardBusiness - BOSTON, MA",100," Additional Information: www.hbs.edu 
 ",MBA ADMISSIONS,,"CINDY LEWKO
TEELE HALL RM 265
BOSTON
MA","02163
UNITED STATES OF AMERICA (THE)",3.20171E+17,Other-Education
4/3/17,ONLINE PAYMENT - THANK YOU,"-1,888.00",,,,,,3.20171E+17,
4/4/17,"SUBWAY 675769 25500675769 - STANFORD, CA",8.01," Additional Information: 650-2899009 
 ",Subway,,"459 LAGUNITA DR, STE 5
STANFORD
CA","94305-8213
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/5/17,"ECONOMIST Newspaper - (800)456-6086, NY",42," Additional Information: 6019102052 48375 
  SUBSCRIPTION 
 ",THE ECONOMIST NEWSPAPER,,"750 3RD AVE FL 5
NEW YORK
NY","10017
UNITED STATES",3.20171E+17,Merchandise & Supplies-Mail Order
4/5/17,"REVEILLE COFFEE CO. - San Francisco, CA",8.7," Additional Information: squareup.com/receipts 
 ",RVEILLE COFFEE CO.,,"610 LONG BRIDGE ST.
SAN FRANCISCO
CA","94158
UNITED STATES OF AMERICA (THE)",3.20171E+17,Merchandise & Supplies-Groceries
4/5/17,"STANFORD GSB-MB Stanford GSB-MB - STANFORD, CA",100," Additional Information: 650-7254661 
 ",STANFORD GSB MBA ADMSSNS,,"ATTN MARGARITA DUENAS
KNIGHT BLDG K11
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Other-Education
4/5/17,"TARGET SAN MATEO FASHION ISLAND 1122 - SAN MATEO, CA",50.46," Additional Information: DISCOUNT STORE 
 ",TARGET,,"2220 BRIDGEPOINTE PKWY
FOSTER CITY
CA","94404
UNITED STATES",3.20171E+17,Merchandise & Supplies-Wholesale Stores
4/6/17,"TACO BELL #28837 0000 - PALO ALTO, CA",9.25," Additional Information: 650-325-8226 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"1701 E BAYSHORE RD
PALO ALTO
CA","94303-2523
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/7/17,DELTA AIR LINES - ATLANTA,318.26," Additional Information: DELTA AIR LINES 
  From:  To:  Carrier:  Class: 
  N/A  N/A  YY  00 
     N/A  YY  00 
     N/A  YY  00 
     N/A  YY  00 
  Ticket Number: 0062373087482 
  Passenger Name: PRASAD/VIKRAM SHANKAR 
  Document Type: ADDITIONAL COLLECTION 
 ",DELTA AIR LINES DELTA.COM,,"ATLANTA AIRPORT
-
ATLANTA
GA","30344
UNITED STATES",3.20171E+17,Travel-Airline
4/7/17,"REI #104 MOUNTAIN VI - MOUNTAIN VIEW, CA",150.8," Additional Information: SPORTING GOODS STORE 
 ",REI 104,,"2450 CHARLESTON RD
MOUNTAIN VIEW
CA","94043-1622
UNITED STATES",3.20171E+17,Merchandise & Supplies-Sporting Goods Stores
4/7/17,"REI.COM - 800-426-4840, WA",60.94," Additional Information: OUTDOOR G&A 
 ",REI.COM,,"6750 S 228TH ST
KENT
WA","98032-4803
UNITED STATES",3.20171E+17,Merchandise & Supplies-Sporting Goods Stores
4/8/17,"BEL AIR - FOLSOM, CA",19.37," Additional Information: 9169838844 
  Description  Price 
  GROCERY STORES, SUP  $19.37 
 ",BEL AIR SUPERMARKETS,,"2760 E BIDWELL ST
FOLSOM
CA","95630
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
4/8/17,"NOAH'S BAGELS - MILPITAS, CA",7.59," Additional Information: FAST FOOD RESTAURANT 
  Description 
  FOOD/BEVERAGE 
 ",NOAH'S BAGELS,,"124 N MILPITAS BLVD
MILPITAS
CA","95035-4401
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/8/17,"UBER *US APR07 6UCI3 - HELP.UBER.COM, CA",13.28," Additional Information: HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/9/17,"ADIDAS ONLINE STORE E-CO - PORTLAND, OR",49.05," Additional Information: 800-892-9337 
  Description 
  SPORTS/RIDING APPAR 
 ",Adidas.com,,"5055 N GREELEY AVE
ECOMMERCE
PORTLAND
OR","97217
UNITED STATES",3.20171E+17,Merchandise & Supplies-Clothing Stores
4/9/17,"LOVE'S TRAVEL STOPS #9538 - LODI, CA",39.01," Additional Information: AUTO FUEL DISPENSER 
  Quantity  Description  Price 
  15  FUEL  $2.66 
 ",LOVES,,"I 5 EXIT HWY12
LODI
CA","95242
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/9/17,"TACO BELL - LODI, CA",9.45," Additional Information: 209-334-4022 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"6425 W BANNER RD
LODI
CA","95242-9125
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/9/17,"TOPGOLF ROSEVILLE 028-2 0018 - ROSEVILLE, CA",62," Additional Information: 866-867-4653 
  Description 
  AMUSEMENT & RECREAT 
 ",TOPGOLF ROSEVILLE,,"BLUE OAKS BLVD & WASHING
ROCKLIN
CA","95765
UNITED STATES",3.20171E+17,Entertainment-Other Entertainment
4/9/17,"UBER *US APR08 WN53W - HELP.UBER.COM, CA",8.38," Additional Information: HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/9/17,"UBER *US APR09 LMDOM - HELP.UBER.COM, CA",8.55," Additional Information: HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/10/17,"REI.COM - 800-426-4840, WA",60.94," Additional Information: OUTDOOR G&A 
 ",REI.COM,,"6750 S 228TH ST
KENT
WA","98032-4803
UNITED STATES",3.20171E+17,Merchandise & Supplies-Sporting Goods Stores
4/11/17,"ALASKA AIRLINES - AlaskaAir.COM, WA",282.4," Additional Information: ALASKA AIRLINES INC. 
  From:  To:  Carrier:  Class: 
  SAN FRANCISCO INTL  PORTLAND  AS  V 
     SAN FRANCISCO INTL  AS  V 
     N/A  YY  00 
     N/A  YY  00 
  Ticket Number: 02721383135214 
  Passenger Name: PRASAD, VIKRAM 
  Document Type: PASSENGER TICKET 
 ",ALASKA AIRLINES AlaskaAir.COM,,"20833 INTERNATIONAL BLVD
-
SEATTLE
WA","98198
UNITED STATES",3.20171E+17,Travel-Airline
4/11/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",25.95," Additional Information: BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/11/17,"AMAZON.COM - AMZN.COM/BILL, WA",22.98," Additional Information: MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/11/17,"BYTES CAFE 0031 - STANFORD, CA",10.49," Additional Information: 415-298-8558 
  Description 
  EATING PLACES, REST 
 ",BYTES CAFE,,"350 SERRA MALL
PALO ALTO
CA","94305-4020
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Restaurant
4/11/17,"SAFEWAY FOOD STORE - MENLO PARK, CA",14.99," Additional Information: GROCERY STORE 
 ",SAFEWAY FOOD STORE,,"525 EL CAMINO REAL
MENLO PARK
CA","94025-5108
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
4/12/17,"AMAZON.COM - AMZN.COM/BILL, WA",13.24," Additional Information: MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/13/17,"TAQUERIA LA CAZUELA 0000 - EAST PALO ALT, CA",17.6," Additional Information: 650-289-0727 
  Description 
  FAST FOOD RESTAURAN 
 ",TAQUERIA LA CASUELA,,"2390 CLARKE AVE
EAST PALO ALTO
CA","94303-1633
UNITED STATES OF AMERICA (THE)",3.20171E+17,Restaurant-Bar & Café
4/14/17,"SAFEWAY FOOD STORE - MENLO PARK, CA",21.16," Additional Information: GROCERY STORE 
 ",SAFEWAY FOOD STORE,,"525 EL CAMINO REAL
MENLO PARK
CA","94025-5108
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
4/15/17,"PATXI'S PIZZA-PALO ALTO 0002 - PALO ALTO, CA",84," Additional Information: 415-795-4210 
  Description 
  FOOD/BEVERAGE 
 ",PATXI'S CHICAGO PIZZA,,"441 EMERSON ST
PALO ALTO
CA","94301-1605
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/15/17,"SAFEWAY FOOD STORE - MENLO PARK, CA",25.86," Additional Information: GROCERY STORE 
 ",SAFEWAY FOOD STORE,,"525 EL CAMINO REAL
MENLO PARK
CA","94025-5108
UNITED STATES",3.20171E+17,Merchandise & Supplies-Groceries
4/15/17,SPOTIFY USA - NEW YORK,9.99," Additional Information: BUSINESS SERVICE 
 ",SPOTIFY.,,"SIMON CARMIGGELSTRAAT 6-50
AMSTERDAM","1011 DJ
NETHERLANDS (THE)",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/15/17,"STACKS 000000001 - MENLO PARK, CA",35," Additional Information: 0000000000 
  Description  Price 
  RESTAURANTS  $35.00 
 ",STACKS,,"600 SANTA CRUZ AVE
MENLO PARK
CA","94025-4503
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/15/17,"VILLAGE HUMMAS 542929806158085 - SAN MATEO, CA",20.73," Additional Information: 6506960228 
  TIP  $2.70 
 ",VILLAGE HUMMUS,,"1001 PARK PL
SAN MATEO
CA","94403-1575
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/16/17,"LUCKY SHOT BILLIARDS 00-08015110243 - SAN JOSE, CA",53," Additional Information: BILLIARD & POOL 
 ",LUCKY SHOT BILLIARDS,,"189 S MURPHY AVE
SUNNYVALE
CA","94086-6113
UNITED STATES",3.20171E+17,Entertainment-Other Entertainment
4/16/17,"QUIK STOP - FREMONT, CA",46.15," Additional Information: 5106578500 
  AUTOMATED FUEL 
 ",QUIK STOP,,"1848 WASHINGTON BLVD
FREMONT
CA","94539
UNITED STATES",3.20171E+17,Transportation-Fuel
4/17/17,DELTA AIR LINES - ATLANTA,25," Additional Information: DELTA AIR LINES 
  From:  To:  Carrier:  Class: 
  N/A  N/A  YY  00 
     N/A  YY  00 
     N/A  YY  00 
     N/A  YY  00 
  Ticket Number: 0068238830296 
  Passenger Name: PRASAD/NAGENDRA 
  Document Type: EXCESS BAGGAGE 
 ",DELTA AIR LINES,,"1030 DELTA BLVD
DEPT 680
ATLANTA
GA","30354
UNITED STATES",3.20171E+17,Travel-Airline
4/18/17,"STANFORD ALUMNI ASSOC Stanford Alumni - STANFORD, CA",495," Additional Information: 650-7251461 
 ",STANFORD ALUMNI ASSOCIATION,,"326 GALVEZ ST
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Other-Education
4/18/17,"TACO BELL #28837 0000 - PALO ALTO, CA",10.35," Additional Information: 650-325-8226 
  Description 
  FAST FOOD RESTAURAN 
 ",Taco Bell,,"1701 E BAYSHORE RD
PALO ALTO
CA","94303-2523
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/19/17,"HLU*HULU 86911116-U - HULU.COM/BILL, CA",11.99," Additional Information: HULU.COM/BILL 
 ",HULU,,"2500 BROADWAY
SANTA MONICA
CA","90404-3065
UNITED STATES",3.20171E+17,Communications-Cable & Internet Comm
4/19/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",8.14," Additional Information: 6507234500 
  TIP  $1.00 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20171E+17,Restaurant-Bar & Café
4/20/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",9.98," Additional Information: BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/21/17,"AMAZON.COM - AMZN.COM/BILL, WA",18.31," Additional Information: MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20171E+17,Merchandise & Supplies-Internet Purchase
4/21/17,"CHERYL'S ON 12TH - PORTLAND, OR",110," Additional Information: 503-595-2252 
 ",CHERYL'S ON 12TH,,"1135 SW WASHINGTON ST
PORTLAND
OR","97205-2313
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/22/17,"KOPI COFFEE HOUSE - Portland, OR",4," Additional Information: squareup.com/receipts 
 ",KOPI COFFEE HOUSE,,"2327 E BURNSIDE ST
PORTLAND
OR","97214
UNITED STATES OF AMERICA (THE)",3.20171E+17,Merchandise & Supplies-Groceries
4/22/17,"SCREEN DOOR CAFE - PORTLAND, OR",20," Additional Information: 5038668599 
 ",SCREEN DOOR,,"2337 E BURNSIDE ST
PORTLAND
OR","97214-1655
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/22/17,"SOLAES LOUNGE 000000001 - PORTLAND, OR",35," Additional Information: 5032068338 
  Description 
  REFER TO RECEIPT 
 ",SOLAES LOUNGE,,"1801 NE ALBERTA ST
PORTLAND
OR","97211-5803
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/22/17,"THE INDEPENDENT 0878 - PORTLAND, OR",13," Additional Information: 503-206-6745 
  FOOD  $11.00 
  TIP  $2.00 
 ",THE INDEPENDENT SPORTS BAR & GRILL,,"225 SW BROADWAY
STE 100
PORTLAND
OR","97205
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/23/17,"CAMEO CAFE 650000005539609 - PORTLAND, OR",135," Additional Information: 5032840401 
  TIP  $19.35 
 ",CAMEO CAFE,,"8111 NE SANDY BLVD
PORTLAND
OR","97213-7154
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/23/17,"GRASSA 0000 - PORTLAND, OR",16," Additional Information: 503-222-0600 
  Description 
  FOOD/BEVERAGE 
 ",GRASSA,,"1506 NW 23RD AVE
PORTLAND
OR","97210
UNITED STATES",3.20171E+17,Restaurant-Restaurant
4/23/17,"LYFT *RIDE SUN 12PM - SAN FRANCISCO, CA",17.8," Additional Information: 8552800278 
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/23/17,"LYFT *RIDE SUN 2AM - SAN FRANCISCO, CA",38.67," Additional Information: 8552800278 
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/23/17,"LYFT *RIDE SUN 8PM - SAN FRANCISCO, CA",21.7," Additional Information: 8552800278 
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20171E+17,Transportation-Taxis & Coach
4/23/17,"MADE IN OREGON-03 - PORTLAND, OR",2.95," Additional Information: 503-241-3630 
 ",MADE IN OREGON-03,,"921 SW MORRISON ST
PORTLAND
OR","97205-2727
UNITED STATES",3.20171E+17,Merchandise & Supplies-General Retail
4/23/17,"NORDSTROM 028 28 - PORTLAND, OR",17.97," Additional Information: DEPARTMENT STORE 
  Description 
  SP SHIRTS/NECKWEAR 
 ",NORDSTROM RACK 28,,"401 SW MORRISON ST
PORTLAND
OR","97204-1406
UNITED STATES OF AMERICA (THE)",3.20171E+17,Merchandise & Supplies-Department Stores
4/24/17,"BART OAC - OAKLAND, CA",11.45," Additional Information: 510-464-6474 
  Description 
  LOCAL PASSENGER TRA 
 ",BART OAC,,"7401 SAN LEANDRO
OAKLAND
CA","94621
UNITED STATES",3.20171E+17,Transportation-Rail Services
